Address,Borough,Items_Accepted,Latitude,Longitude,Vendor_Name
1610 Bushwick Ave,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.68046,-73.90338,HELPSY
3356 Seymour Ave,Bronx,"Clothing, Shoes",40.875741,-73.848481,Usagain LLC
2244 White Plains Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.858638,-73.867175,Helpsy
466 10 Ave,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.755992,-73.997814,Helpsy
700 Post Rd,Staten Island,"Clothing, Shoes",40.631432,-74.125074,Planet Aid
310 Tiffany St,Bronx,"Clothing, Shoes, Bedding",40.806513,-73.88849,World Vision - Greater New York
22-12 College Point Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.779711,-73.846386,County Recycling LLC
575 Fifth Avenue,New York,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.7564269,-73.978475,GUESS
130 E 16 St,Manhattan,Fabric,40.734927,-73.987342,Teaching Beyond the Square
1081 Coney Island Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories, Bedding And Linens, Towels",40.63123,-73.966141,Council of Peoples Organization (COPO)
1715 Flatbush Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.62838,-73.942618,Helpsy
538 3 Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.669032,-73.993517,Helpsy
340 Convent Ave,Manhattan,"Clothing, Shoes, Coats",40.824295,-73.946958,Greater Tabernacle Baptist Church
1867 Williamsbridge Rd,Bronx,"Clothing, Shoes",40.851915,-73.852968,Usagain LLC
1190 Castle Hill Ave,Bronx,"Clothing, Shoes",40.831817,-73.850682,Usagain LLC
520 Kingston Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.661039,-73.942803,Horeb SDA Church
3120 Ditmars Blvd,Queens,"Clothing, Shoes, Linens, Accessories",40.775539,-73.91027,Ditmars Thrift Shop
139 Flatbush Ave,Brooklyn,UNIQLO Clothing,40.68451,-73.97681,UNIQLO
7708 New Utrecht,Brooklyn,"Clothing, Shoes, Coats",40.613981,-74.000656,"Reaching Out Community Services, Inc"
2121 5 ave,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.80985,-73.93924,USAGAIN LLC
1424 Herkimer St,Brooklyn,"Clothing, Shoes, Coats",40.677014,-73.90629,Magnolia House Women's Shelter (CAMBA)
460 MOTHER GASTON BLVD,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6679242,-73.906666,USAGAIN LLC
175 Remsen St,Brooklyn,"Clothing, Shoes, Coats",40.693513,-73.991462,EAC Network
4210 Farragut Rd,Brooklyn,"Clothing, Shoes",40.636813,-73.936048,Usagain LLC
10 Columbus Cir,Manhattan,Used Athletic Shoes collected on behalf of MORE Foundation.,40.7689589,-73.982771,JackRabbit
156 Ludlow St.,Manhattan,"Gently worn clothing and household linens of all kinds, including shoes, belts, and bags. Contact the store for more details.",40.7209298,-73.98778,Reformation
2090 BRONXDALE AVE,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.8521224,-73.868146,USAGAIN LLC
250 E 139 St,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.811826,-73.927159,County Recycling LLC
149-34 Guy Brewer Blvd,Queens,"Clothing, Shoes",40.657147,-73.767896,Usagain LLC
100 Burgher Ave,Staten Island,"Clothing, Shoes, Accessories",40.593643,-74.094413,Community Recycling LLC
35-20 Francis Lewis Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.76377,-73.788193,Helpsy
149-20 Rockaway Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67285,-73.788644,Helpsy
108-30 Merrick Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.697241,-73.785798,Helpsy
994 Glenmore Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.676333,-73.873125,Helpsy
151 Lenox Ave,Manhattan,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.803165,-73.94923,Green Tree Textiles at Lenox Ave Harvest Home Farmer's Market
2275-2375 Richmond Ave,Staten Island,"Clothing, Shoes, Coats, Towels",40.591141,-74.164246,Carecycle Inc
515 Broadway,Manhattan,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.7227308,-73.99937,H&M
300 W Service Rd,Staten Island,"Clothing, Shoes, Coats",40.586164,-74.193957,H&M Leasing Corp
185 Greenwich Street,Manhattan,"Clothing & home textiles from any brand, in clean & dry condition. Bring in your items and receive 10% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.71177,-74.01101,& Other Stories
200-12 Hollis Ave,Queens,"Clothing, Shoes",40.705886,-73.757195,Second Chance Agape Worship Center
153-01 10 Ave,Queens,"Clothing, Shoes, Coats",40.794085,-73.808097,H&M Leasing Corp
845 East 231st St,Bronx,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels",40.89081,-73.853507,"J&S CARING FOOD PANTRY, INC"
4302 Ft Hamilton Pkwy,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.641199,-73.993999,Helpsy
1144 Madision Ave,Manhattan,Contact store for details,40.780066,-73.959598,Madewell
2232 Pitkin Ave,Brooklyn,"Clothing, Shoes",40.672518,-73.889823,Planet Aid
2066 Rockaway Pkwy,Brooklyn,"Clothing, Shoes, Accessories",40.632464,-73.888871,Community Recycling LLC
438 Ralph Ave,Brooklyn,"Clothing, Shoes, Coats",40.674171,-73.922411,"God's Deliverance Temple, Inc"
1677 Victory Blvd,Staten Island,"Clothing, Shoes, Coats, Towels",40.61344,-74.11995,Carecycle Inc
44-02 Beach Channel Dr,Queens,"Clothing, Shoes, Coats",40.59584,-73.77603,Blanche Community Progress Day Care Center
82-75 Parsons Blvd,Queens,"Clothing, Shoes",40.716442,-73.807673,Usagain LLC
130-10 Metropolitan Ave,Queens,"Clothing, Shoes",40.70311,-73.821827,Usagain LLC
50-15 Roosevelt Ave,Queens,"Clothing, Shoes, Coats, Towels",40.74403,-73.914562,Carecycle Inc
1485 Dumont Ave,Brooklyn,"Clothing, Shoes, Coats",40.671419,-73.862544,Brooklyn United Methodist Church Home
1000 Westchester Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.82346,-73.893409,Helpsy
47-07 Broadway,Queens,"Clothing, Shoes, Coats, Towels",40.756012,-73.913372,Carecycle Inc
14-01 Central Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.606271,-73.750252,Helpsy
741 Utica Ave,Brooklyn,"Clothing, Shoes",40.654882,-73.930353,Usagain LLC
166 5 Ave,Manhattan,Contact store for details,40.740717,-73.990601,Eileen Fisher
230 Classon Ave Brooklyn,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.692616,-73.961078,St. Mary's Church Clothing Drive
629 Richmond Rd,Staten Island,"Clothing, Shoes",40.611324,-74.088872,Planet Aid
31 W 34th St,Manhattan,UNIQLO Clothing,40.749486,-73.986627,UNIQLO
208 E 23 St,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.738375,-73.982691,The Salvation Army Of Greater New York
99-30 Corona Ave,Queens,"Clothing, Shoes",40.743818,-73.862225,Usagain LLC
3632 Kingsbridge Ave,Bronx,"Clothing, Shoes",40.884339,-73.901431,Usagain LLC
454 Wyckoff Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.698069,-73.909436,Helpsy
88-01 Parsons Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.706685,-73.801952,Helpsy
495 E 180 St,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.851499,-73.894866,Helpsy
74 Guernsey St,Brooklyn,Contact store for details,40.723712,-73.95256,beacon's closet
260 Hamilton Ave,Brooklyn,"Clothing, Shoes",40.677003,-74.002446,Usagain LLC
435 East 238 St,Bronx,"Clothing, Shoes, Coats, Accessories",40.900173,-73.863799,St. Stephen's Thrift Shop
4825 White Plains Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.906531,-73.849257,Helpsy
87-25 Lefferts Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.699231,-73.830052,Helpsy
999 Greene Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.69132,-73.927166,Open Door Family Life Center
3236 Fulton St,Brooklyn,"Clothing, Coats, Shoes, Towels, Bedding",40.682388,-73.875689,Highland Park Community Development Corporation
1011 Rogers Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.645523,-73.95155,Helpsy
5100 Kings Plaza,Brooklyn,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.6097326,-73.919653,GUESS
1154 East Gun Hill Rd,Bronx,"Clothing, Shoes",40.872868,-73.853347,Usagain LLC
87-19 Rockaway Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.682891,-73.852331,Usagain LLC
330 East 56Th St,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.757963,-73.964577,Church of Good Deeds
600 Richmond Terrace,Staten Island,"Clothing, Shoes, Coats",40.645438,-74.092023,H&M Leasing Corp
575 Broadway,Manhattan,"Clothing & home textiles from any brand, in clean & dry condition. Bring in your items and receive 10% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.72451,-73.99785,& Other Stories
